Data source,,,,,,,,,,,,,,,
DATA SOURCE,,,,,,,CITATION 1 - DATA,,,CITATION 2 - ARTEFACT,,,CITATION 3 - SITE,,
Dataset ID,Title,Abstract,Authors(s),Institution of the author,Creator,Contact info,Source ID 1,Complete reference 1,DOI 1,Source ID 2,Complete reference 2,DOI 2,Source ID 3,Complete reference 3,DOI 3
weisler1994a,,,,,,,,,,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
weisler1995,Sourcing of basaltic artefacts fom Henderson island using a wide range of reference data from East Polynesia,First use of isotopic analysis (of Pb) to accurately discriminates rock sources in the Pacific,"Weisler, M.I. (a), Woodhead, J.D. (b)","a: Historic Preservation Office, Majuro (Marshall Islands); b: ANU (Australia)","Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,weisler1995,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881,weisler1995,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881,weisler1995,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881
weisler1995,,,,,,,,,,weisler1995a,"Weisler, M. I. Henderson Island prehistory: colonization and extinction on a remote Polynesian island. Biological Journal of the Linnean Society 56, 377–404 (1995).",https://doi.org/10.1111/j.1095-312.1995.tb01099.x,weisler1995a,"Weisler, M. I. Henderson Island prehistory: colonization and extinction on a remote Polynesian island. Biological Journal of the Linnean Society 56, 377–404 (1995).",https://doi.org/10.1111/j.1095-312.1995.tb01099.x
weisler1996,"Provenance analysis of artefacts from the Tangatatau rockshelter site, on the island of Mangaia (Cook Islands)","A set of artefacts from the Tangatatau site (Mangaia, Cook Islands) are assigned to local sources as well as to a Samoan quarry  on the island of Tutuila.","Weisler, M.I.",University of California Berkeley (USA),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,weisler1996,"Weisler, M. I. & Kirch, P. V. Interisland and interarchipelago transfer of stone tools in prehistoric Polynesia. PNAS 93, 1381–1385 (1996).",https://doi.org/10.1073/pnas.93.4.1381,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
weisler2016,"Characterization of archaeological quarries, sources, and artefacts from the island of Eiao, Marquesas (French Polynesia)","Geological material and archaeological artefacts from Eiao (Marquesas Islands) were analysed using destructive techniques (ICP-OES, ICP-MS, MC-ICP-MS).","Weisler, M.I. et al.",University of Queensland (Australia),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,weisler2016,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088,weisler2016,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088,weisler2016,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088
weisler2016a,"Sourcing of artefacts from the Tangatatau rockshelter (Mangaia, Cook Islands)","Sourcing of artefacts collected in different stratigraphical layers of the well-dated Tangatatau rockshelter (Mangaia, Cook Islands) is based on ICP-MS analyses of elemental compositions and TIMS and MC-ICP-MS analyses of isotopic compositions, and a wide range of reference samples from archaeological quarries in Samoa and Central Eastern Polynesia.","Weisler, M.I. et al.",University of Queensland (Australia),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,weisler2016a,"Weisler, M. I. et al. Cook Island artifact geochemistry demonstrates spatial and temporal extent of pre-European interarchipelago voyaging in East Polynesia. PNAS 113, 8150–8155 (2016).",https://doi.org/10.1073/pnas.1608130113,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,kirch2017a,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
weisler2016a,,,,,,,,,,weisler2016a,"Weisler, M. I. et al. Cook Island artifact geochemistry demonstrates spatial and temporal extent of pre-European interarchipelago voyaging in East Polynesia. PNAS 113, 8150–8155 (2016).",https://doi.org/10.1073/pnas.1608130113,,,
winterhoff2007a,"WD-XRF analyses of quarries and arefacts from Western Tutuila, Samoa","Major elements characterization of quarries and arefacts from Western Tutuila, Samoa","Winterhoff, E.Q. (1), Wozniak, J.A. (2), Ayres, W.S. (1), Lash, E (3).","1. University of Oregon (USA); 
2. Wozniak Archaeological Consulting (USA); 
3. Environmental Services Inc. (USA)","Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,winterhoff2007a,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,winterhoff2007a,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,winterhoff2007a,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",
winterhoff2007a,,,,,,,,,,,,,winterhoff2003,"Winterhoff, E. Q. Ma’a a Malaeloa: A Geochemical Investigation of a New Basalt Quarry Source in Tutuila, American Samoa. (University of Oregon, 2003).",
winterhoff2007a,,,,,,,,,,,,,ayres2001,"Ayres, W. S., Wozniak, J. A., Robbins, G. & Suafo’a, E. Archaeology in American Samoa: Maloata, Malaeimi and Malaeloa. in Pacific 2000: Proceedings of the Fifth International Conference on Easter Island and the Pacific (eds. Stevenson, C. M., Lee, G. & Morin, F. J.) 227–235 (2001).",
winterhoff2007,"WD-XRF analyses of quarries and arefacts from Western Tutuila, Samoa","Major and trace elements characterization of quarries and arefacts from Western Tutuila, Samoa","Winterhoff,E.Q.",University of Oregon (USA),"Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,winterhoff2007,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",,winterhoff2007,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",,winterhoff2007,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",
rolett1997,WD-XRF major element analyses for Marquesan artefacts and source samples,"WD-XRF major element analyses of Marquesan artefacts from Haatuatua Valley , Nuku Hiva Island, identifies local and extra-island sources.","Rolett, B.V. (1), Conte, E. (2), Pearthree, E. (3), Sinton, J. (1)",1.University of Hawai'i (USA); 2. Université de la Polynésie Française; 3. CREDO-CNRS (France),"Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,rolett1997,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",,rolett1997,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",,rolett1997,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",
weisler1998,WDXRF analysis of three adzes and four source samples from various parts of eastern Polynesia,WDXRF analysis of three adzes and four source samples from various parts of eastern Polynesia demonstrating the movement of materials and prehistoric interaction.,"Weisler, M.I.",University of Otago (New Zealand),"Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,weisler1998,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,weisler1998,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,green1960,"Green, R. C. Preliminary report for the American Museum of Natural History on archaeological research in the Gambier Isles (Mangareva) July 2, 1959 to December 6, 1959. Manuscript on file. (University of Otago, 1960).",
weisler1998,,,,,,,,,,green1960,"Green, R. C. Preliminary report for the American Museum of Natural History on archaeological research in the Gambier Isles (Mangareva) July 2, 1959 to December 6, 1959. Manuscript on file. (University of Otago, 1960).",,green1967,"Green, R. C., Green, K., Rappaport, R. A., Rappaport, A. & Davidson, J. M. Archeology on the island of Mo’orea, French Polynesia. (New York, 1967).",
weisler1998,,,,,,,,,,green1967,"Green, R. C., Green, K., Rappaport, R. A., Rappaport, A. & Davidson, J. M. Archeology on the island of Mo’orea, French Polynesia. (New York, 1967).",,,,
mcalister2017,"WD-XRF and portable ED-XRF analyses of stone tools and basalt sources on Nuku Hiva Island, Marquesas Archipelago (French Polynesia)","Geochemical analyses of stone tools and basalt sources on Nuku Hiva Island, Marquesas Archipelago, are used to examine exchange in low hierarchy chiefdoms.","McAlister, A., Allen, M.S.",University of Auckland (New Zealand),"Hermann, Aymeric; McAlister, Andrew",aymeric.hermann@cnrs.fr; andrew.mcalister@auckland.ac.nz,mcalister2017,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207,mcalister2017,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207,mcalister2017,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207
mcalister2017,,,,,,,,,,mcalister2011,"McAlister, A. J. Methodological issues in the geochemical characterisation and morphological analysis of stone tools: a case study from Nuku Hiva, Marquesas Islands, east Polynesia. (Auckland University, 2011).",,mcalister2011,"McAlister, A. J. Methodological issues in the geochemical characterisation and morphological analysis of stone tools: a case study from Nuku Hiva, Marquesas Islands, east Polynesia. (Auckland University, 2011).",
mcalister2017,,,,,,,,,,,,,allen2013,"Allen, M. S. & McAlister, A. Early marquesan settlement and patterns of interaction: new insights from hatiheu valley, nuku hiva island. Journal of Pacific Archaeology 4: 90 4, 90–109 (2013).",
best1992,WD-XRF analyses of the Tatagamatau quarry in Tutuila (Samoan archipelago) and artefacts from a number of Polynesian islands,"Major and trace elements characterization, and petrographic description of Tatagamatau quarry (Western Tutuila, Samoa) and of possibly related artefacts in the Pacific.","Simon B., Peter S., Roger G., Parker R.",University of Auckland (New Zealand),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,best1992,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,best1992,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,best1992,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",
best1992,,,,,,,,,,leach1987,"Leach, H. & Witter, D. Tataga-Matau “rediscovered”. New Zealand Journal of Archaeology 9, 33–54 (1987).",,leach1987,"Leach, H. & Witter, D. Tataga-Matau “rediscovered”. New Zealand Journal of Archaeology 9, 33–54 (1987).",
best1992,,,,,,,,,,leach1990,"Leach, H. & Witter, D. Further investigations at the Tatagamatau Site, American Samoa. New Zealand Journal of Archaeology 12, 51–83 (1990).",,leach1990,"Leach, H. & Witter, D. Further investigations at the Tatagamatau Site, American Samoa. New Zealand Journal of Archaeology 12, 51–83 (1990).",
best1992,,,,,,,,,,clark1993a,"Clark, J. T. & Herdrich, D. J. Prehistoric Settlement System in Eastern Tutuila, American Samoa. Journal of the Polynesian Society 102, 147–185 (1993).",,clark1993a,"Clark, J. T. & Herdrich, D. J. Prehistoric Settlement System in Eastern Tutuila, American Samoa. Journal of the Polynesian Society 102, 147–185 (1993).",
best1992,,,,,,,,,,,,,clark1988,"Clark, J. T. The Eastern Tutuila Archaeological Project, 1988. Final Report. (North Dakota State University, 1988).",
best1992,,,,,,,,,,,,,clark1993,"Clark, J. T. Radiocarbon Dates from American Samoa. Radiocarbon 35, 323–330 (1993).",
best1992,,,,,,,,,,hunt1988,"Hunt, T. L. & Kirch, P. V. An archaeological survey of the Manu’a islands, American Samoa. Journal of the Polynesian Society 97, 153–183 (1988).",,hunt1988,"Hunt, T. L. & Kirch, P. V. An archaeological survey of the Manu’a islands, American Samoa. Journal of the Polynesian Society 97, 153–183 (1988).",
best1992,,,,,,,,,,green1974,"Green, R. C. & Davidson, J. M. Archaeology in Western Samoa, 2 Vol. (Auckland Institute and Museum, 1974).",,green1974,"Green, R. C. & Davidson, J. M. Archaeology in Western Samoa, 2 Vol. (Auckland Institute and Museum, 1974).",
best1992,,,,,,,,,,,,,rieth2008,"Rieth, T. M., Morrison, A. E. & Addison, D. J. The Temporal and Spatial Patterning of the Initial Settlement of Sāmoa. The Journal of Island and Coastal Archaeology 3, 214–239 (2008).",
best1992,,,,,,,,,,,,,natland1985,"Natland, J. H. & Turner, D. L. Age progression and petrological development of Samoan shield volcanoes: evidence from K-Ar ages, lava compositions and mineral studies. in Geological Investigations of the Northern Melanesian Borderland 139–171 (Circum- Pacific Council for Energy and Resources, 1985).",
best1992,,,,,,,,,,,,,best1984,"Best, S. B. Lakeba: The prehistory of a Fijian island. (University of Auckland, 1984).",
best1992,,,,,,,,,,,,,best1989,"Best, S. B. Lakeba: The prehistory of a Fijian island. (University of Michigan Press, 1989).",
best1992,,,,,,,,,,,,,best1993,"Best, S. At the halls of the mountain kings. Fijian and Samoan fortifications: Comparison and analysis. Journal of the Polynesian Society 102, 385–447 (1993).",
best1992,,,,,,,,,,,,,poulsen1967,"Poulsen, J. A Contribution to the Prehistory of the Tongan Islands. (Australian National University, 1967).",
best1992,,,,,,,,,,leach2008,"Leach, F. & Davidson, J. M. The Archaeology of Taumako: a Polynesian Outlier in the Eastern Solomon Islands. (New Zealand Journal of Archaeology Special Publication, 2008).",,leach2008,"Leach, F. & Davidson, J. M. The Archaeology of Taumako: a Polynesian Outlier in the Eastern Solomon Islands. (New Zealand Journal of Archaeology Special Publication, 2008).",
best1992,,,,,,,,,,,,,green1972,"Green, R. C. Southeast Solomons Fieldwork. Asian Perspectives 15, 197–199 (1972).",
best1992,,,,,,,,,,,,,best1988,"Best, S. Tokelau archaeology: a preliminary report of an initial survey and excavations. Bulletin of the Indo-Pacific Prehistory Association 8, 104–118 (1988).",
best1992,,,,,,,,,,,,,anderson1999,"Anderson, A., Clark, G., Conte, É., Sinoto, Y. H. & Petchey, F. Renewed Excavations at Motu Paeao, Maupiti Island, French Polynesia: Preliminary Results. New Zealand Journal of Archaeology 21, 47–66 (2000).",
best1992,,,,,,,,,,,,,conte2014,"Conte, E. & Molle, G. Reinvestigating a key site for Polynesian prehistory: new results from the Hane dune site, Ua Huka (Marquesas). Archaeology in Oceania 49, 121–136 (2014).",
best1992,,,,,,,,,,,,,sinoto1965,"Sinoto, Y. H. & Kellum, M. Preliminary Report on Excavations in the Marquesas Islands, French Polynesia. Unpublished report. (1965).",
best1992,,,,,,,,,,,,,weisler1993,"Weisler, M. I. Long-distance Interaction in Prehistoric Polynesia: Three Case Studies. (1993).",
best1992,,,,,,,,,,,,,weisler1994,"Weisler, M. I. The Settlement of Marginal Polynesia: New Evidence from Henderson Island. Journal of Field Archaeology 21, 83–102 (1994).",
best1992,,,,,,,,,,,,,sinoto1983,"Sinoto, Y. H. An analysis of Polynesian migrations based on the archaeological assessments. Journal de la Société des océanistes 39, 57–67 (1983).",
best1992,,,,,,,,,,,,,cleghorn1985,"Cleghorn, P. L., Weisler, M., Dye, T. & Sinton, J. A preliminary petrographic study of Hawaiian stone adze quarries. Journal of the Polynesian Society 94, 235–251 (1985).",
best1992,,,,,,,,,,,,,field2008,"Field, M. G. J. S. & Graves, M. W. A New Chronology for Pololu Valley, Hawai’i Island: Occupational History and Agricultural Development. Radiocarbon 50, 205–222 (2008).",
best1992,,,,,,,,,,,,,tuggle1980,"Tuggle, H. D. & Tomonari-Tuggle, M. J. Prehistoric Agriculture in Kohala, Hawaii. Journal of Field Archaeology 7, 297–312 (1980).",
best1992,,,,,,,,,,,,,mccoy1993,"Mc Coy, P., Makanani, A. & Sinoto, A. Archaeological investigations of the Pu’u Moiwi adze quarry complex, Kaho’olawe. 204 (Kaho’olawe Island Conveyance Commission, 1993).",
best1992,,,,,,,,,,,,,mccoy1977,"McCoy, P. C. The Mauna Kea Adze Quarry Project: A Summary of the 1975 Field Investigations. Journal of the Polynesian Society 86, 223–244 (1977).",
best1992,,,,,,,,,,,,,mintmier2012,"Mintmier, M. A., Mills, P. R. & Lundblad, S. P. Energy-Dispersive X-Ray Fluorescence analysis of Haleakalā basalt adze quarry materials, Maui, Hawai'i. Journal of Archaeological Science 39, 615–623 (2012).",
best1992,,,,,,,,,,walter1990,"Walter, R. The Southern Cook Islands in Eastern Polynesian prehistory. (University of Auckland, 1990).",,walter1990,"Walter, R. The Southern Cook Islands in Eastern Polynesian prehistory. (University of Auckland, 1990).",
best1992,,,,,,,,,,walter1998,"Walter, R. Anai’o: The Archaeology of a Fourteenth Century Polynesian Community in the Cook Islands. (New Zealand Archaeological Association, 1998).",,walter1998,"Walter, R. Anai’o: The Archaeology of a Fourteenth Century Polynesian Community in the Cook Islands. (New Zealand Archaeological Association, 1998).",
sinton1997,Compilation of geochemical data on quarries and 280 individual adzes in Polynesia,Compilation of geochemical data on quarries and 280 individual adzes in Polynesia.,"Sinton, John (a) ; Sinoto, Yosihiko (b)","a. University of Hawai'i at Manoa (USA); b. Bishop Museum, Honolulu (USA)","Hermann, Aymeric",aymeric.hermann@cnrs.fr,sinton1997,"Sinton, J. & Sinoto, Y. H. A geochemical database for Polynesian adze studies. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 194–204 (New Zealand Archaeological Association, 1997).",,sinton1997,"Sinton, J. & Sinoto, Y. H. A geochemical database for Polynesian adze studies. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 194–204 (New Zealand Archaeological Association, 1997).",,stevenson1984,"Stevenson, C. M., Shaw, L. C. & Cristino, C. Obsidian Procurement and Consumption on Easter Island. Archaeology in Oceania 19, 120–124 (1984).",
sinton1997,,,,,,,,,,,,,stevenson2013,"Stevenson, C. M., Ladefoged, T. N., Haoa, S., Chadwick, O. & Puleston, C. Prehistoric Obsidian Exchange on Rapa Nui. The Journal of Island and Coastal Archaeology 8, 108–121 (2013).",
sinton1997,,,,,,,,,,walter1990,"Walter, R. The Southern Cook Islands in Eastern Polynesian prehistory. (University of Auckland, 1990).",,walter1990,"Walter, R. The Southern Cook Islands in Eastern Polynesian prehistory. (University of Auckland, 1990).",
sinton1997,,,,,,,,,,walter1998,"Walter, R. Anai’o: The Archaeology of a Fourteenth Century Polynesian Community in the Cook Islands. (New Zealand Archaeological Association, 1998).",,walter1998,"Walter, R. Anai’o: The Archaeology of a Fourteenth Century Polynesian Community in the Cook Islands. (New Zealand Archaeological Association, 1998).",
sinton1997,,,,,,,,,,weisler1994a,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",,weisler1994a,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",
sinton1997,,,,,,,,,,,,,mccoy1977,"McCoy, P. C. The Mauna Kea Adze Quarry Project: A Summary of the 1975 Field Investigations. Journal of the Polynesian Society 86, 223–244 (1977).",
sinton1997,,,,,,,,,,,,,cleghorn1985,"Cleghorn, P. L., Weisler, M., Dye, T. & Sinton, J. A preliminary petrographic study of Hawaiian stone adze quarries. Journal of the Polynesian Society 94, 235–251 (1985).",
sinton1997,,,,,,,,,,,,,tuggle1980,"Tuggle, H. D. & Tomonari-Tuggle, M. J. Prehistoric Agriculture in Kohala, Hawaii. Journal of Field Archaeology 7, 297–312 (1980).",
sinton1997,,,,,,,,,,,,,field2008,"Field, M. G. J. S. & Graves, M. W. A New Chronology for Pololu Valley, Hawai’i Island: Occupational History and Agricultural Development. Radiocarbon 50, 205–222 (2008).",
sinton1997,,,,,,,,,,,,,mccoy1993,"Mc Coy, P., Makanani, A. & Sinoto, A. Archaeological investigations of the Pu’u Moiwi adze quarry complex, Kaho’olawe. 204 (Kaho’olawe Island Conveyance Commission, 1993).",
sinton1997,,,,,,,,,,,,,mintmier2012,"Mintmier, M. A., Mills, P. R. & Lundblad, S. P. Energy-Dispersive X-Ray Fluorescence analysis of Haleakalā basalt adze quarry materials, Maui, Hawai'i. Journal of Archaeological Science 39, 615–623 (2012).",
sinton1997,,,,,,,,,,,,,collerson2007,"Collerson, K. D. & Weisler, M. I. Stone Adze Compositions and the Extent of Ancient Polynesian Voyaging and Trade. Science 317, 1907–1911 (2007).",
sinton1997,,,,,,,,,,,,,weisler2011,"Weisler, M. A quarried landscape in the Hawaiian Islands. World Archaeology 43, 298–317 (2011).",
sinton1997,,,,,,,,,,,,,weisler1993,"Weisler, M. I. Long-distance Interaction in Prehistoric Polynesia: Three Case Studies. (1993).",
sinton1997,,,,,,,,,,,,,weisler1994,"Weisler, M. I. The Settlement of Marginal Polynesia: New Evidence from Henderson Island. Journal of Field Archaeology 21, 83–102 (1994).",
sinton1997,,,,,,,,,,,,,sinoto1983,"Sinoto, Y. H. An analysis of Polynesian migrations based on the archaeological assessments. Journal de la Société des océanistes 39, 57–67 (1983).",
sinton1997,,,,,,,,,,,,,suggs1961,"Suggs, R. C. The Archaeology of Nuku Hiva, Marquesas Islands, French Polynesia. (1961).",
sinton1997,,,,,,,,,,,,,rolett1995,"Rolett, B. V. & Conte, E. Renewed investigation of the Ha’atuatua dune ( Nukuhiva, Marquesas Islands): A key site in Polynesian prehistory. Journal of the Polynesian Society 104, 195–228 (1995).",
sinton1997,,,,,,,,,,,,,ottino1985,"Ottino, P. Un site ancien aux îles Marquises : l’abri-sous-roche d’Anapua, à Ua Pou. Journal de la Société des Océanistes 41, 33–37 (1985).",
sinton1997,,,,,,,,,,,,,anderson1999,"Anderson, A., Clark, G., Conte, É., Sinoto, Y. H. & Petchey, F. Renewed Excavations at Motu Paeao, Maupiti Island, French Polynesia: Preliminary Results. New Zealand Journal of Archaeology 21, 47–66 (2000).",
felgate2001,WD-XRF analyses of the Tahanga basalt quarry and comparison of compositions with other potential procurement sources of similar material in the north Island of New Zealand,"Analysis of geochemical compositions for 30 samples collected at the Tahanga quarry (Coromandel peninsula, NZ) and in several other locations in the North Island (Great Barrier Is., Houhora, Te Henga beach, Waitakere river)","Felgate, Matthew (1), Sheppard, Peter (1), Wilmshurst, Janet (2)","1. University of Auckland, Anthropology Dept (NZ); 2. University of Auckland, Geology Dept (NZ)","Hermann, Aymeric",aymeric.hermann@cnrs.fr,felgate2001,"Felgate, M. W., Sheppard, P. J. & Wilmshurst, J. M. Geochemical characteristics of the Tahanga archaeological quarry complex. Archaeology in New Zealand 44, 215–240 (2001).",,felgate2001,"Felgate, M. W., Sheppard, P. J. & Wilmshurst, J. M. Geochemical characteristics of the Tahanga archaeological quarry complex. Archaeology in New Zealand 44, 215–240 (2001).",,felgate2001,"Felgate, M. W., Sheppard, P. J. & Wilmshurst, J. M. Geochemical characteristics of the Tahanga archaeological quarry complex. Archaeology in New Zealand 44, 215–240 (2001).",
ayres1997,Sourcing of material used for the construction of monumental architecture and artefacts from Pohnpei (Caroline Islands).,"Instrumental Neutron Activation Analysis (INAA) of Nan Mandol monumental architecture and artefacts from Pohnpei (Ponape) in the Caroline Islands, compared with local boulders and columnar basalt material.","Ayres, W. S., Goles, G. G. & Beardsley, F. R.",University of Oregon (USA),"Hermann, Aymeric",aymeric.hermann@cnrs.fr,ayres1997,"Ayres, W. S., Goles, G. G. & Beardsley, F. R. Provenance study of lithic materials in Micronesia. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 53–67 (New Zealand Archaeological Association, 1997).",,ayres1997,"Ayres, W. S., Goles, G. G. & Beardsley, F. R. Provenance study of lithic materials in Micronesia. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 53–67 (New Zealand Archaeological Association, 1997).",,ayres1997,"Ayres, W. S., Goles, G. G. & Beardsley, F. R. Provenance study of lithic materials in Micronesia. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 53–67 (New Zealand Archaeological Association, 1997).",
ayres1997,,,,,,,,,,ayres1987,"Ayres, W. S. & Mauricio, R. Stone Adzes from Pohnpeian, Micronesia. Archaeology in Oceania 22, 27–31 (1987).",,ayres1987,"Ayres, W. S. & Mauricio, R. Stone Adzes from Pohnpeian, Micronesia. Archaeology in Oceania 22, 27–31 (1987).",
ayres1997,,,,,,,,,,,,,leach1987,"Leach, H. & Witter, D. Tataga-Matau “rediscovered”. New Zealand Journal of Archaeology 9, 33–54 (1987).",
ayres1997,,,,,,,,,,,,,johnson2013,"Johnson, P. R. Elemental Analysis of Fine-Grained Basalt Sources from the Samoan Island of Tutuila: Applications of Energy Dispersive X-Ray Fluorescence (EDXRF) and Instrumental Neutron Activation Analysis (INAA) Toward an Intra-Island Provenance Study. in X-Ray Fluorescence Spectrometry (XRF) in Geoarchaeology (ed. Shackley, M. S.) 143–160 (Springer New York, 2011). doi:10.1007/978-1-4419-6886-9_7",https://doi.org/10.1007/978-1-4419-6886-9_7
