Data source,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
DATA SOURCE,,,,,,,CITATION 1 - DATA,,,CITATION 2 - ARTEFACT,,,CITATION 3 - SITE,,
Dataset ID,Title,Abstract,Authors(s),Institution of the author,Creator,Contact info,Source ID 1,Complete reference 1,DOI 1,Source ID 2,Complete reference 2,DOI 2,Source ID 3,Complete reference 3,DOI 3
Sheppard-1997-Cook,,,,,,,Sheppard-1997-Cook,"Sheppard, P. J., Walter, R. K. & Parker, R. J. Basalt sourcing and the development of Cook Islands exchange systems. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 85–110 (New Zealand Archaeological Association, 1997).",,Walter-1996-AO,"Walter, R. & Sheppard, P. J. The Ngati Tiare Adze Cache: Further Evidence of Prehistoric Contact between West Polynesia and the Southern Cook Islands. Archaeology in Oceania 31, 33–39 (1996).",,Walter-1996-AO,"Walter, R. & Sheppard, P. J. The Ngati Tiare Adze Cache: Further Evidence of Prehistoric Contact between West Polynesia and the Southern Cook Islands. Archaeology in Oceania 31, 33–39 (1996).",
Simpson-2018-AO,Documentation and geochemistry of the Rua Tokitoki adze quarry and the Poike fine-grain basalt source on Rapa Nui (Easter Island),"Comprehensive characterization of Rapa Nui (Easter Island) basalts, mainly the Rua Tokitoki quarry and a fine‐grain basalt locality on Poike.","Simpson, D.F., Weisler, M.I., St Pierre, E.J., Feng, Y., Bolhar, R.",University of Queensland (Australia),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Simpson-2018-AO,"Simpson, D. F., Weisler, M. I., St Pierre, E. J., Feng, Y. & Bolhar, R. The archaeological documentation and geochemistry of the Rua Tokitoki adze quarry and the Poike fine-grain basalt source on Rapa Nui (Easter Island): Rua Tokitoki quarry and Poike basalt source on Rapa Nui. Archaeology in Oceania 53, 15–27 (2018).",https://doi.org/10.1002/arco.5132,Simpson-2018-AO,"Simpson, D. F., Weisler, M. I., St Pierre, E. J., Feng, Y. & Bolhar, R. The archaeological documentation and geochemistry of the Rua Tokitoki adze quarry and the Poike fine-grain basalt source on Rapa Nui (Easter Island): Rua Tokitoki quarry and Poike basalt source on Rapa Nui. Archaeology in Oceania 53, 15–27 (2018).",https://doi.org/10.1002/arco.5132,Simpson-2018-AO,"Simpson, D. F., Weisler, M. I., St Pierre, E. J., Feng, Y. & Bolhar, R. The archaeological documentation and geochemistry of the Rua Tokitoki adze quarry and the Poike fine-grain basalt source on Rapa Nui (Easter Island): Rua Tokitoki quarry and Poike basalt source on Rapa Nui. Archaeology in Oceania 53, 15–27 (2018).",https://doi.org/10.1002/arco.5132
Simpson-2018-AO,,,,,,,Simpson-2018-AO,"Simpson, D. F., Weisler, M. I., St Pierre, E. J., Feng, Y. & Bolhar, R. The archaeological documentation and geochemistry of the Rua Tokitoki adze quarry and the Poike fine-grain basalt source on Rapa Nui (Easter Island): Rua Tokitoki quarry and Poike basalt source on Rapa Nui. Archaeology in Oceania 53, 15–27 (2018).",https://doi.org/10.1002/arco.5132,,,,Metraux-1940-Easter,"Métraux, A. Ethnology of Easter Island. (1940).",
Simpson-2018-JASR,Rapa Nui basalt geochemistry,"Geochemical analyses of Rapa Nui basalt source material from 31 quarries and 61 artifacts from the Sebastián Englert Anthropology Museum, using laser ablation–inductively coupled plasma–mass spectrometry (LA–ICP–MS)","Dale F. Simpson Jr. (a,b) & Laure Dussubieux (c)","a. University of Queensland (Australia), b. Field Museum of Natural History, Chicago (USA)","Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Simpson-2018-JASR,"Simpson, D. F. & Dussubieux, L. A collapsed narrative? Geochemistry and spatial distribution of basalt quarries and fine–grained artifacts reveal communal use of stone on Rapa Nui (Easter Island). Journal of Archaeological Science: Reports 18, 370–385 (2018).",https://doi.org/10.1016/j.jasrep.2018.01.038,,,,,,
Weisler-1993-Toaga,"Provenance analysis of archaeological quarries and artefacts from islands of the Manu'a group (American Samoa): Ofu, Tutuila, and Ta'ū","Geological and archaeological sources were analysed using destructive XRF, and non-destructive EDXRF. Archaeological artefacts from Ta'ū and Ofu (To'aga site) were analysed using only non-destructive EDXRF.","Weisler, Marshall; P.R. Hooper",University of California Berkeley; Washington State University (USA),"Hermann, Aymeric",hermann@shh.mpg.de,Weisler-1993-Toaga,"Weisler, M. I. Chemical characterization and provenance of Manu’a adze material using a non-destructive X-ray fluorescence technique. in The To’aga Site: Three Millennia of Polynesian Occupation in the Manu’a Islands, American Samoa (eds. Kirch, P. V. & Hunt, T. L.) 167–186 (Archaeological Research Facility, University of California, Berkeley, 1993).",,Kirch-1993-Toaga,"Kirch, P. V. & Hunt, T. L. The To’aga Site: Three Millennia of Polynesian Occupation in the Manu’a Islands, American Samoa. (Archaeological Research Facility, University of California, Berkeley, 1993).",,Kirch-1993-Toaga,"Kirch, P. V. & Hunt, T. L. The To’aga Site: Three Millennia of Polynesian Occupation in the Manu’a Islands, American Samoa. (Archaeological Research Facility, University of California, Berkeley, 1993).",
Weisler-1993-Toaga,,,,,,,Weisler-1993-Toaga,"Weisler, M. I. Chemical characterization and provenance of Manu’a adze material using a non-destructive X-ray fluorescence technique. in The To’aga Site: Three Millennia of Polynesian Occupation in the Manu’a Islands, American Samoa (eds. Kirch, P. V. & Hunt, T. L.) 167–186 (Archaeological Research Facility, University of California, Berkeley, 1993).",,Hunt-1988-JPS,"Hunt, T. L. & Kirch, P. V. An archaeological survey of the Manu’a islands, American Samoa. Journal of the Polynesian Society 97, 153–183 (1988).",,,,
Weisler-1993-Toaga,,,,,,,Weisler-1993-Toaga,"Weisler, M. I. Chemical characterization and provenance of Manu’a adze material using a non-destructive X-ray fluorescence technique. in The To’aga Site: Three Millennia of Polynesian Occupation in the Manu’a Islands, American Samoa (eds. Kirch, P. V. & Hunt, T. L.) 167–186 (Archaeological Research Facility, University of California, Berkeley, 1993).",,Kirch-1990-AO,"Kirch, P. V., Hunt, T. L., Nagaoka, L. & Tyler, J. An Ancestral Polynesian occupation site at To’aga, Ofu Island, American Samoa. Archaeology in Oceania 25, 1–15 (1990).",https://doi.org/10.1002/j.1834-4453.1990.tb00225.x,,,
Weisler-1994-JPS,Characterization of an archaeological quarry and sourcing of local artefacts on the island of Mangaia (Cook Islands),"The Mata'are basalt source (Mangaia, Cook Islands) was characterized using destructive XRF and non destructive ED-XRF, and a set of artefacts from the Tangatatau site were assigned to it.","Weisler, M.I; P.R. Hooper",University of California Berkeley; Washington State University (USA),"Hermann, Aymeric",hermann@shh.mpg.de,Weisler-1994-JPS,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",,Weisler-1994-JPS,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",,Weisler-1994-JPS,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",
Weisler-1994-JPS,,,,,,,Weisler-1994-JPS,"Weisler, M. I., Kirch, P. V. & Endicott, J. M. The Mata’are basalt source: Implications for prehistoric interaction studies in the Cook Islands. Journal of the Polynesian Society 103, 203–216 (1994).",,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
Weisler-1995-PNAS,Sourcing of basaltic artefacts fom Henderson island using a wide range of reference data from East Polynesia,First use of isotopic analysis (of Pb) to accurately discriminates rock sources in the Pacific,"Weisler, M.I. (a), Woodhead, J.D. (b)","a: Historic Preservation Office, Majuro (Marshall Islands); b: ANU (Australia)","Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Weisler-1995-PNAS,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881,Weisler-1995-PNAS,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881,Weisler-1995-PNAS,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881
Weisler-1995-PNAS,,,,,,,Weisler-1995-PNAS,"Weisler, M. I. & Woodhead, J. D. Basalt Pb Isotope Analysis and the Prehistoric Settlement of Polynesia. PNAS 92, 1881–1885 (1995).",https://doi.org/10.1073/pnas.92.6.1881,Weisler-1995-BJLS,"Weisler, M. I. Henderson Island prehistory: colonization and extinction on a remote Polynesian island. Biological Journal of the Linnean Society 56, 377–404 (1995).",https://doi.org/10.1111/j.1095-312.1995.tb01099.x,Weisler-1995-BJLS,"Weisler, M. I. Henderson Island prehistory: colonization and extinction on a remote Polynesian island. Biological Journal of the Linnean Society 56, 377–404 (1995).",https://doi.org/10.1111/j.1095-312.1995.tb01099.x
Weisler-1996-PNAS,"Provenance analysis of artefacts from the Tangatatau rockshelter site, on the island of Mangaia (Cook Islands)","A set of artefacts from the Tangatatau site (Mangaia, Cook Islands) are assigned to local sources as well as to a Samoan quarry  on the island of Tutuila.","Weisler, M.I.",University of California Berkeley (USA),"Hermann, Aymeric",hermann@shh.mpg.de,Weisler-1996-PNAS,"Weisler, M. I. & Kirch, P. V. Interisland and interarchipelago transfer of stone tools in prehistoric Polynesia. PNAS 93, 1381–1385 (1996).",https://doi.org/10.1073/pnas.93.4.1381,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
Weisler-2016-AO,"Characterization of archaeological quarries, sources, and artefacts from the island of Eiao, Marquesas (French Polynesia)","Geological material and archaeological artefacts from Eiao (Marquesas Islands) were analysed using destructive techniques (ICP-OES, ICP-MS, MC-ICP-MS).","Weisler, M.I. et al.",University of Queensland (Australia),"Hermann, Aymeric",hermann@shh.mpg.de,Weisler-2016-AO,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088,Weisler-2016-AO,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088,Weisler-2016-AO,"Weisler, M. et al. Determining the geochemical variability of fine-grained basalt sources/quarries for facilitating prehistoric interaction studies in Polynesia. Archaeology in Oceania 51, 158–167 (2016).",https://doi.org/10.1002/arco.5088
Weisler-2016-PNAS,"Sourcing of artefacts from the Tangatatau rockshelter (Mangaia, Cook Islands)","Sourcing of artefacts collected in different stratigraphical layers of the well-dated Tangatatau rockshelter (Mangaia, Cook Islands) is based on ICP-MS analyses of elemental compositions and TIMS and MC-ICP-MS analyses of isotopic compositions, and a wide range of reference samples from archaeological quarries in Samoa and Central Eastern Polynesia.","Weisler, M.I. et al.",University of Queensland (Australia),"Hermann, Aymeric",hermann@shh.mpg.de,Weisler-2016-PNAS,"Weisler, M. I. et al. Cook Island artifact geochemistry demonstrates spatial and temporal extent of pre-European interarchipelago voyaging in East Polynesia. PNAS 113, 8150–8155 (2016).",https://doi.org/10.1073/pnas.1608130113,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",,Kirch-2017-Tangatatau,"Tangatatau Rockshelter (Mangaia, Southern Cook Islands): The Evolution of an Eastern Polynesian Socio-ecosystem. (Cotsen Institute of Archaeology Press, 2017).",
Weisler-2016-PNAS,,,,,,,Weisler-2016-PNAS,"Weisler, M. I. et al. Cook Island artifact geochemistry demonstrates spatial and temporal extent of pre-European interarchipelago voyaging in East Polynesia. PNAS 113, 8150–8155 (2016).",https://doi.org/10.1073/pnas.1608130113,Weisler-2016-PNAS,"Weisler, M. I. et al. Cook Island artifact geochemistry demonstrates spatial and temporal extent of pre-European interarchipelago voyaging in East Polynesia. PNAS 113, 8150–8155 (2016).",https://doi.org/10.1073/pnas.1608130113,,,
Winterhoff-2007-AO,"WD-XRF analyses of quarries and arefacts from Western Tutuila, Samoa","Major elements characterization of quarries and arefacts from Western Tutuila, Samoa","Winterhoff, E.Q. (1), Wozniak, J.A. (2), Ayres, W.S. (1), Lash, E (3).",1) University of Oregon (USA); 2) Wozniak Archae- ological Consulting (USA); 3) Environmental Services Inc. (USA),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Winterhoff-2007-AO,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,Winterhoff-2007-AO,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,Winterhoff-2007-AO,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",
Winterhoff-2007-AO,,,,,,,Winterhoff-2007-AO,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,,,,Winterhoff-2003-MA,"Winterhoff, E. Q. Ma’a a Malaeloa: A Geochemical Investigation of a New Basalt Quarry Source in Tutuila, American Samoa. (University of Oregon, 2003).",
Winterhoff-2007-AO,,,,,,,Winterhoff-2007-AO,"Winterhoff, E. Q., Wozniak, J. A., Ayres, W. S. & Lash, E. Intra-Island Source Variability on Tutuila, American Samoa and Prehistoric Basalt Adze Exchange in Western Polynesia-Island Melanesia. Archaeology in Oceania 42, 65–71 (2007).",,,,,Ayres-2001-Samoa,"Ayres, W. S., Wozniak, J. A., Robbins, G. & Suafo’a, E. Archaeology in American Samoa: Maloata, Malaeimi and Malaeloa. in Pacific 2000: Proceedings of the Fifth International Conference on Easter Island and the Pacific (eds. Stevenson, C. M., Lee, G. & Morin, F. J.) 227–235 (2001).",
Winterhoff-2007-PHD,"WD-XRF analyses of quarries and arefacts from Western Tutuila, Samoa","Major and trace elements characterization of quarries and arefacts from Western Tutuila, Samoa","Winterhoff,E.Q.",University of Oregon (USA),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Winterhoff-2007-PHD,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",,Winterhoff-2007-PHD,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",,Winterhoff-2007-PHD,"Winterhoff, E. Q. The Political Economy of Ancient Samoan Basalt Adze Production and Linkages to Social Status. (University of Oregon, 2007).",
Rolett-1997-Voyaging,WD-XRF major element analyses for Marquesan artefacts and source samples,"WD-XRF major element analyses of Marquesan artefacts from Haatuatua Valley , Nuku Hiva Island, identifies local and extra-island sources.","Rolett, B.V. (1), Conte, E. (2), Pearthree, E. (3), Sinton, J. (1)",1.University of Hawai'i (USA); 2. Université de la Polynésie Française; 3. CREDO-CNRS (France),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Rolett-1997-Voyaging,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",,Rolett-1997-Voyaging,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",,Rolett-1997-Voyaging,"Rolett, B. V., Conte, E., Pearthree, E. & Sinton, J. Marquesan voyaging: archaeometric evidence for inter-island contact. in Prehistoric long-distance interaction in Oceania: an interdisciplinary approach (ed. Weisler, M. I.) 134–148 (New Zealand Archaeological Association, 1997).",
Weisler-1998-CurrAnth,WDXRF analysis of three adzes and four source samples from various parts of eastern Polynesia,WDXRF analysis of three adzes and four source samples from various parts of eastern Polynesia demonstrating the movement of materials and prehistoric interaction.,"Weisler, M.I.",University of Otago (New Zealand),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,Weisler-1998-CurrAnth,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,Weisler-1998-CurrAnth,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,Green-1960-Gambier,"Green, R. C. Preliminary report for the American Museum of Natural History on archaeological research in the Gambier Isles (Mangareva) July 2, 1959 to December 6, 1959. Manuscript on file. (University of Otago, 1960).",
Weisler-1998-CurrAnth,,,,,,,Weisler-1998-CurrAnth,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,Green-1960-Gambier,"Green, R. C. Preliminary report for the American Museum of Natural History on archaeological research in the Gambier Isles (Mangareva) July 2, 1959 to December 6, 1959. Manuscript on file. (University of Otago, 1960).",,Green-1967-Moorea,"Green, R. C., Green, K., Rappaport, R. A., Rappaport, A. & Davidson, J. M. Archeology on the island of Mo’orea, French Polynesia. (New York, 1967).",
Weisler-1998-CurrAnth,,,,,,,Weisler-1998-CurrAnth,"Weisler, M. I. Hard Evidence for Prehistoric Interaction in Polynesia. Current Anthropology 39, 521–532 (1998).",https://doi.org/10.1086/204768,,"Green, R. C., Green, K., Rappaport, R. A., Rappaport, A. & Davidson, J. M. Archeology on the island of Mo’orea, French Polynesia. (New York, 1967).",,,,
McAlister-2017-PLOS,"WD-XRF and portable ED-XRF analyses of stone tools and basalt sources on Nuku Hiva Island, Marquesas Archipelago (French Polynesia)","Geochemical analyses of stone tools and basalt sources on Nuku Hiva Island, Marquesas Archipelago, are used to examine exchange in low hierarchy chiefdoms.","McAlister, A., Allen, M.S.",University of Auckland (New Zealand),"Hermann, Aymeric; McAlister, Andrew",hermann@shh.mpg.de; andrew.mcalister@auckland.ac.nz,McAlister-2017-PLOS,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207,McAlister-2017-PLOS,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207,McAlister-2017-PLOS,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207
McAlister-2017-PLOS,,,,,,,McAlister-2017-PLOS,"McAlister, A. & Allen, M. S. Basalt geochemistry reveals high frequency of prehistoric tool exchange in low hierarchy Marquesas Islands (Polynesia). PLOS ONE 12, e0188207 (2017).",https://doi.org/10.1371/journal.pone.0188207,McAlister-2011-Phd,"McAlister, A. J. Methodological issues in the geochemical characterisation and morphological analysis of stone tools: a case study from Nuku Hiva, Marquesas Islands, east Polynesia. (Auckland University, 2011).",,McAlister-2011-Phd,"McAlister, A. J. Methodological issues in the geochemical characterisation and morphological analysis of stone tools: a case study from Nuku Hiva, Marquesas Islands, east Polynesia. (Auckland University, 2011).",
Best-1992-JPS,WD-XRF analyses of the Tatagamatau quarry in Tutuila (Samoan archipelago) and artefacts from a number of Polynesian islands,"Major and trace elements characterization, and petrographic description of Tatagamatau quarry (Western Tutuila, Samoa) and of possibly related artefacts in the Pacific.","Simon B., Peter S., Roger G., Parker R.",University of Auckland (New Zealand),"Hermann, Aymeric",hermann@shh.mpg.de,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Leach-1987-NZJA,"Leach, H. & Witter, D. Tataga-Matau “rediscovered”. New Zealand Journal of Archaeology 9, 33–54 (1987).",,Leach-1987-NZJA,"Leach, H. & Witter, D. Tataga-Matau “rediscovered”. New Zealand Journal of Archaeology 9, 33–54 (1987).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Leach-1990-NZJA,"Leach, H. & Witter, D. Further investigations at the Tatagamatau Site, American Samoa. New Zealand Journal of Archaeology 12, 51–83 (1990).",,Leach-1990-NZJA,"Leach, H. & Witter, D. Further investigations at the Tatagamatau Site, American Samoa. New Zealand Journal of Archaeology 12, 51–83 (1990).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Clark-1993-JPS,"Clark, J. T. & Herdrich, D. J. Prehistoric Settlement System in Eastern Tutuila, American Samoa. Journal of the Polynesian Society 102, 147–185 (1993).",,Clark-1993-JPS,"Clark, J. T. & Herdrich, D. J. Prehistoric Settlement System in Eastern Tutuila, American Samoa. Journal of the Polynesian Society 102, 147–185 (1993).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Clark-1988-Tutuila,"Clark, J. T. The Eastern Tutuila Archaeological Project, 1988. Final Report. (North Dakota State University, 1988).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Clark-1993-Radiocarbon,"Clark, J. T. Radiocarbon Dates from American Samoa. Radiocarbon 35, 323–330 (1993).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Hunt-1998-JPS,"Hunt, T. L. & Kirch, P. V. An archaeological survey of the Manu’a islands, American Samoa. Journal of the Polynesian Society 97, 153–183 (1988).",,Hunt-1998-JPS,"Hunt, T. L. & Kirch, P. V. An archaeological survey of the Manu’a islands, American Samoa. Journal of the Polynesian Society 97, 153–183 (1988).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,Green-1974-Samoa,"Green, R. C. & Davidson, J. M. Archaeology in Western Samoa, 2 Vol. (Auckland Institute and Museum, 1974).",,Green-1974-Samoa,"Green, R. C. & Davidson, J. M. Archaeology in Western Samoa, 2 Vol. (Auckland Institute and Museum, 1974).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Rieth-2008-JICA,"Rieth, T. M., Morrison, A. E. & Addison, D. J. The Temporal and Spatial Patterning of the Initial Settlement of Sāmoa. The Journal of Island and Coastal Archaeology 3, 214–239 (2008).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Natland-1985-Samoa,"Natland, J. H. & Turner, D. L. Age progression and petrological development of Samoan shield volcanoes: evidence from K-Ar ages, lava compositions and mineral studies. in Geological Investigations of the Northern Melanesian Borderland 139–171 (Circum- Pacific Council for Energy and Resources, 1985).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Best-1984-Lakeba,"Best, S. B. Lakeba: The prehistory of a Fijian island. (University of Auckland, 1984).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Best-1989-Lakeba,"Best, S. B. Lakeba: The prehistory of a Fijian island. (University of Michigan Press, 1989).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Best-1993-JPS,"Best, S. At the halls of the mountain kings. Fijian and Samoan fortifications: Comparison and analysis. Journal of the Polynesian Society 102, 385–447 (1993).",
Best-1992-JPS,,,,,,,Best-1992-JPS,"Best, S., Sheppard, P., Green, R. & Parker, R. Necromancing the stone: Archaeologists and adzes in Samoa. Journal of the Polynesian Society 101, 45–85 (1992).",,,,,Poulsen-1967-Tonga,"Poulsen, J. A Contribution to the Prehistory of the Tongan Islands. (Australian National University, 1967).",
