Vocabularies,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,Xe124_Xe130,ratio of xenon isotopes xe124 to xe130,,,,,,,,,,,,,,
,,,,,Xe124_Xe132,ratio of xenon isotopes xe124 to xe132,,,,,,,,,,,,,,
,,,,,Xe126,xenon isotope xe126,,,,,,,,,,,,,,
,,,,,Xe126_Xe130,ratio of xenon isotopes xe126 to xe130,,,,,,,,,,,,,,
,,,,,Xe126_Xe132,ratio of xenon isotopes xe126 to xe132,,,,,,,,,,,,,,
,,,,,Xe128,xenon isotope xe128,,,,,,,,,,,,,,
,,,,,Xe128_Xe130,ratio of xenon isotopes xe128 to xe130,,,,,,,,,,,,,,
,,,,,Xe128_Xe132,ratio of xenon isotopes xe128 to xe132,,,,,,,,,,,,,,
,,,,,Xe129,xenon isotope xe129,,,,,,,,,,,,,,
,,,,,Xe129_Xe130,ratio of xenon isotopes xe129 to xe130,,,,,,,,,,,,,,
,,,,,Xe129_Xe132,ratio of xenon isotopes xe129 to xe132,,,,,,,,,,,,,,
,,,,,Xe129_Xe136,ratio of xenon isotopes xe129 to xe136,,,,,,,,,,,,,,
,,,,,Xe130,xenon isotope xe130,,,,,,,,,,,,,,
,,,,,Xe130_Xe132,ratio of xenon isotopes xe130 to xe132,,,,,,,,,,,,,,
,,,,,Xe131,xenon isotope xe131,,,,,,,,,,,,,,
,,,,,Xe131_Xe130,ratio of xenon isotopes xe131 to xe130,,,,,,,,,,,,,,
,,,,,Xe131_Xe132,ratio of xenon isotopes xe131 to xe132,,,,,,,,,,,,,,
,,,,,Xe132,xenon isotope xe132,,,,,,,,,,,,,,
,,,,,Xe132_Xe130,ratio of xenon isotopes xe132 to xe130,,,,,,,,,,,,,,
,,,,,Xe134,xenon isotope xe134,,,,,,,,,,,,,,
,,,,,Xe134_Xe130,ratio of xenon isotopes xe134 to xe130,,,,,,,,,,,,,,
,,,,,Xe134_Xe132,ratio of xenon isotopes xe134 to xe132,,,,,,,,,,,,,,
,,,,,Xe136,xenon isotope xe136,,,,,,,,,,,,,,
,,,,,Xe136_He4,ratio of xenon isotope xe136 to helium isotope he4,,,,,,,,,,,,,,
,,,,,Xe136_Xe130,ratio of xenon isotopes xe136 to xe130,,,,,,,,,,,,,,
,,,,,Xe136_Xe132,ratio of xenon isotopes xe136 to xe132,,,,,,,,,,,,,,
,,,,,Y,yttrium,,,,,,,,,,,,,,
,,,,,Y2O3,yttrium oxide,,,,,,,,,,,,,,
,,,,,Yb,ytterbium,,,,,,,,,,,,,,
,,,,,Yb176_Hf177,ratio of ytterbium isotope yb176 to hafnium isotope hf177,,,,,,,,,,,,,,
,,,,,YMG,yimengite,,,,,,,,,,,,,,
,,,,,ZEOL,zeolite,,,,,,,,,,,,,,
,,,,,ZIRC,zircon,,,,,,,,,,,,,,
,,,,,Zn,zinc,,,,,,,,,,,,,,
,,,,,ZnO,zinc oxide,,,,,,,,,,,,,,
,,,,,ZO,zoisite,,,,,,,,,,,,,,
,,,,,ZOI,zoisite,,,,,,,,,,,,,,
,,,,,Zr,zirconium,,,,,,,,,,,,,,
,,,,,Zr2O3,zirconium pentoxide,,,,,,,,,,,,,,
,,,,,ZrO2,zirconium oxide,,,,,,,,,,,,,,
